,symbol,lexpressionChangeLogFc,pValue,crResult,measurementMethod,measurementType,restrictionPercent,restrictionTime,age,organism,line,sex,tissue,experimentNumber,doi,expressionChangePercent,isoform
7353,CALR,,0.01906870856,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,166.1631945,
7354,EEF1B2,,0.01910185393,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,197.6359348,
7355,RUFY1,,0.01915842918,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,133.2748598,
7356,IFI30,,0.01924096506,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,217.7767255,
7357,SARDH,,0.01972991297,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,169.5014271,
7358,STRN,,0.01977385678,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,156.4905126,
7359,CDC37L1,,0.0198513878,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,306.7626076,
7360,PTMS,,0.019915316,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,209.8884993,
7361,ATAD3A,,0.02007099342,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,318.9277872,
7362,ACOX3,,0.02024292618,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,746.7880172,
7363,SHMT1,,0.02056200865,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,192.9682617,
7364,ACIN1,,0.02062650987,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,355.1385431,
7365,ETNK2,,0.02064071738,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,222.1944603,
7366,HIST1H1E,,0.02124535664,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,171.0834708,
7367,PRPF8,,0.02125550967,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,154.697218,
7368,FCER1G,,0.02128355155,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,164.3639155,
7369,DST,,0.02135084951,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,194.3478125,
7370,TMEM33,,0.02138623179,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,180.4333568,
7371,RPS29,,0.02139137732,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,355.0207999,
7372,CLPX,,0.02215201754,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,252.1861167,
7373,CHN2,,0.02232455067,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,142.5704696,
7374,GPT2,,0.0224777798,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,153.9085432,
7375,ALG2,,0.02309999604,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,289.6482389,
7376,WDR48,,0.02333484767,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,128.7900016,
7377,GAPDH,,0.02333903293,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,203.9231201,
7378,PSMD2,,0.02338874517,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,185.3377935,
7379,PSMA4,,0.02350480548,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,246.9351907,
7380,NUBP2,,0.023959262,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,140.6472135,
7381,ABCD3,,0.02396198758,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,3130.823364,
7382,TBL2,,0.02397198257,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,212.449921,
7383,GLB1,,0.02402210616,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,79.66948985,
7384,RPS9,,0.02413956114,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,152.9839182,
7385,ASAP2,,0.02426151363,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,228.2875854,
7386,NUDCD2,,0.0244698165,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,146.933279,
7387,COASY,,0.02455972174,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,232.3742271,
7388,ECHDC2,,0.02488837653,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,499.2330752,
7389,C19orf66,,0.02494882025,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,232.9932177,
7390,H2AFX,,0.0249650856,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,211.1880151,
7391,CLPP,,0.02506781772,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,282.025487,
7392,HSD17B10,,0.02541787542,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,744.7126839,
7393,RBM8A,,0.02543030261,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,147.358967,
7394,LARP1B,,0.02554929584,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,232.1029245,
7395,DNM2,,0.02564026629,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,960.4682615,
7396,MRPS17,,0.0258771738,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,138.3788075,
7397,GNL1,,0.02602867527,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,212.5792117,
7398,AKAP12,,0.0262219136,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,130.6949769,
7399,STARD4,,0.02624559602,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,229.5280024,
7400,VPS52,,0.02653912714,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,198.5472155,
7401,AP2S1,,0.02689307658,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,273.6736539,
7402,SPAG9,,0.02710849538,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,148.3162488,
7403,RAB43,,0.02717378091,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,164.5545284,
7404,HPD,,0.02726624683,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,152.0873761,
7405,ABCA6,,0.02752282555,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,153.4839021,
7406,HDHD3,,0.02758375082,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,164.9716629,
7407,PEX26,,0.02774974597,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,781.6319476,
7408,NAA10,,0.02802021449,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,169.9768441,
7409,MPDZ,,0.02824657315,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,128.9199615,
7410,C8G,,0.02854354288,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,370.6102856,
7411,RPS27L,,0.02866892454,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,245.9886351,
7412,C16orf62,,0.02869685445,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,718.5654035,
7413,PTPLB,,0.02895409736,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,805.2649252,
7414,SAFB2,,0.02897992261,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,166.5263896,
7415,PON2,,0.02898579074,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,136.0906592,
7416,ZC3H11A,,0.02904702849,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,149.6452187,
7417,IRAK4,,0.02912648586,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,292.5193703,
7418,ALDOB,,0.02932751439,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,581.6772864,
7419,RASGRP2,,0.02977027389,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,130.9784888,
7420,RELA,,0.0299188025,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,164.0349111,
7421,EMD,,0.02999212116,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,430.1544654,
7422,GRN,,0.03022781951,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,107.4684155,
7423,UGP2,,0.03033359887,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,451.2047892,
7424,CPOX,,0.03064724134,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,111.7212228,
7425,MAP7,,0.03074975203,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,438.8267796,
7426,EML4,,0.03089159466,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,189.4198744,
7427,RPL8,,0.03102775576,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,163.6290671,
7428,GPD1,,0.03110535616,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,231.9438014,
7429,YTHDC1,,0.03114693924,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,189.4521961,
7430,RPL14,,0.03143787986,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,241.7839874,
7431,DCAF5,,0.03155562994,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,96.32142675,
7432,SMARCC2,,0.03162017552,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,187.4071219,
7433,RAC2,,0.03179636804,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,306.2434518,
7434,CYP27A1,,0.03191534987,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,555.5753626,
7435,KTN1,,0.03204037876,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,159.622384,
7436,SRSF7,,0.03252398345,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,251.312992,
7437,SULT1A1,,0.03274425888,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,203.9532005,
7438,TGFBI,,0.03298446977,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,290.4544706,
7439,FDPS,,0.03302754332,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,677.7696871,
7440,BAZ1B,,0.0331928814,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,2170.019896,
7441,TUBB4B,,0.03424398878,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,210.1074505,
7442,STXBP2,,0.03434117862,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,175.7007977,
7443,VAPB,,0.03437646052,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,116.1227559,
7444,MAPK14,,0.03445813979,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,101.1751223,
7445,TNS3,,0.03450138138,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,131.9858326,
7446,ERP44,,0.03461071966,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,319.4417849,
7447,AOC3,,0.03469996243,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,290.4930019,
7448,UGDH,,0.03477890146,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,238.9869545,
7449,ETFDH,,0.03555376261,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,154.4438935,
7450,MRPL50,,0.03619629569,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,247.7321247,
7451,ARF5,,0.03706409843,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,463.9123613,
7452,M6PR,,0.03707608477,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,121.8977079,
7453,ABP1,,0.0370981438,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,167.6938873,
7454,CBS,,0.03734918841,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,139.4389276,
7455,FABP4,,0.03768871495,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,229.5598617,
7456,PSMG3,,0.03770847668,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,342.9121563,
7457,NPRL2,,0.03775290795,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,228.0101074,
7458,PEX13,,0.03794106418,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,371.8372696,
7459,VPS4B,,0.03799512591,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,219.3376177,
7460,BCLAF1,,0.03809366611,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,220.8441288,
7461,CUTC,,0.03812504294,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,377.9963919,
7462,CDC42EP4,,0.03814897614,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,324.142622,
7463,RPS8,,0.03828715446,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,315.4600789,
7464,OSGEP,,0.03861380972,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,176.4032164,
7465,ESPN,,0.03890425155,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,205.1760226,
7466,DCXR,,0.03893324921,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,212.4735809,
7467,HIST1H3B,,0.03974715686,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,273.3352714,
7468,RAD23A,,0.04000100708,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,76.67226501,
7469,NRBP1,,0.04007699554,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,90.84346001,
7470,EIF2A,,0.04023807071,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,457.1795954,
7471,AGXT2L2,,0.04050832379,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,393.7000504,
7472,USP8,,0.0406527943,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,163.9902608,
7473,BROX,,0.04083639116,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,1005.799846,
7474,SMG8,,0.04085576926,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,207.1547336,
7475,H2AFZ,,0.0410960001,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,484.6195252,
7476,IPO4,,0.04121918806,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,201.9822834,
7477,FERMT3,,0.04145043976,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,1108.64627,
7478,CAB39,,0.04145495116,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,225.302376,
7479,RPL32,,0.04176560505,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,298.1645349,
7480,CIAO1,,0.04227279752,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,782.413498,
7481,EEF1G,,0.04250322263,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,234.5096061,
7482,UBE2G1,,0.04262536045,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,162.8969387,
7483,GSDMD,,0.04275711291,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,156.4143872,
7484,DDRGK1,,0.04292676921,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,202.3097801,
7485,SART3,,0.04339550236,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,181.8386677,
7486,DDX46,,0.0435773785,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,197.9053341,
7487,FAF2,,0.0436226128,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,221.9068934,
7488,CCDC173,,0.04363134008,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,162.2620542,
7489,ALAD,,0.04412336681,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,161.1982446,
7490,RALY,,0.04470879046,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,223.8839054,
7491,RPL21,,0.04476460847,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,311.9478093,
7492,NECAP2,,0.04497265186,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,104.7788749,
7493,CUL4B,,0.04499005707,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,242.042729,
7494,AACS,,0.04528065046,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,261.7243503,
7495,ATG5,,0.04548409211,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,257.1205599,
7496,AMACR,,0.04591211347,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,1611.294841,
7497,PSMD6,,0.04633843072,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,288.5845881,
7498,FKBP1A,,0.046593143,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,122.8047963,
7499,COMMD3,,0.04682396051,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,4105.971913,
7500,CHCHD2,,0.04691785897,increase,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,212.0875156,
7501,IRF6,,0.04697340765,decrease,"chromatography, mass_spectrometry",protein,30,2_years,20_months,monkey,Macaca mulatta,male,liver,5,10.1016/j.cmet.2018.01.014,134.7639329,
