gene_symbol,reference,organism_name,organism_line_id,sex,change_value,p_value,sample,min_age_of_controls,min_age_of_experiment,mean_age_of_controls,mean_age_of_experiment,max_age_of_controls,max_age_of_experiment,age_units,change_type,n_of_controls,n_of_experiment,statistical_method,change_evaluation_by,measurement_method,comment,pmid
ERCC3,10.1096/fj.14.10.1325,human,n/a,all,64.0%,<0.002,skin fibroblasts,21,63,n/a,n/a,49,69,years,decreased gene expression,6,6,ANOVA with Fisher and Bonferroni/Dunn post hoc analysis,mRNA,northern blot,"The study took primary fibroblasts from human skin. There were three age groups, for the formation of each cells derived from 6 donors: 1 - newborns, 2 - young adults (21–34 years old) and 3 - old people (63–88 years old). In the old adult age group the ERCC3 gene mRNA level was reduced by 64% ± 11% (P",n/a
RET,10.1002/(SICI)1097-4547(19990715)57:2<153::AID-JNR1>3.0.CO;2-A,rat,Sprague Dawley,all,50.0%,<0.05,neurons,2,n/a,n/a,30,3,n/a,months,increased gene expression,9,9,ANOVA with Fisher’s LSD,mRNA,northern blot,c-ret mRNA is upregulated in both motoneurons and primary sensory neurons of aged rats.,n/a
UCP2,10.1006/bbrc.2000.3859,rat,F344/N,male,60.0%,<0.001,brain,n/a,n/a,6,26,n/a,n/a,months,increased gene expression,10,9,"ANOVA, Fisher's test",mRNA,northern blot,n/a,n/a
CDC42,10.1002/jor.20185,horse,wild type,all,7.0%,ns,cartilage,0,"7,5",3.75,11.25,"7,5",15,months,increased gene expression,8,6,"ANOVA, Tukey's test",mRNA,northern blot,"Age groups of horses: prepubescent (0-7,5 month, n=8); pubescent (7,5 to 15 months, n=6); postpubescent (15-24 months, n=6); fully mature (24 months, n=7). Mean age is not specified. The method is Northern blot. p=0.040.",n/a
CDC42,10.1002/jor.20185,horse,wild type,all,6.0%,ns,cartilage,"7,5",15,11.25,21.5,15,24,months,decreased gene expression,6,6,"ANOVA, Tukey's test",mRNA,northern blot,"Age groups of horses: prepubescent (0-7,5 month, n=8); pubescent (7,5 to 15 months, n=6); postpubescent (15-24 months, n=6); fully mature (24 months, n=7). Mean age is not specified. The method is Northern blot. p=0.040.",n/a
CDC42,10.1002/jor.20185,horse,wild type,all,50.0%,0.04,cartilage,"7,5",24,11.25,24,15,n/a,months,decreased gene expression,6,7,"ANOVA, Tukey's test",mRNA,northern blot,"Age groups of horses: prepubescent (0-7,5 month, n=8); pubescent (7,5 to 15 months, n=6); postpubescent (15-24 months, n=6); fully mature (24 months, n=7). Mean age is not specified. The method is Northern blot. p=0.040.",n/a
C1QB,10.1002/(SICI)1098-2396(19990315)31:4<278::AID-SYN5>3.0.CO;2-0,rat,F344,male,50.0%,<0.005,brain,5,24,n/a,n/a,12,30,months,increased gene expression,6,6,linear regression,mRNA,northern blot,"The striatum of male rats was examined for age-related changes in mRNA expressed in astrocytes and microglia in two rat genotypes, which differ by 35% in average and maximum lifespan: F344 and a hybrid with a longer-lived F1 (BN x F344). An increase in C1qb protein expression with age was found in F344 rats, but not in long-lived F1 hybrids (BN x F344). The study was carried out on 6 young and 6 old animals.",n/a
COL4A1,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,85.0%,,kidney,n/a,n/a,11,150,n/a,n/a,days,increased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A1,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,184.0%,,testis,n/a,n/a,60,90,n/a,n/a,days,increased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A1,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,70.0%,,testis,n/a,n/a,60,210,n/a,n/a,days,decreased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A2,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,190.0%,,kidney,n/a,n/a,11,150,n/a,n/a,days,increased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A2,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,170.0%,,testis,n/a,n/a,60,90,n/a,n/a,days,increased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A2,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,73.0%,,testis,n/a,n/a,60,210,n/a,n/a,days,decreased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A3,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,100.0%,,kidney,n/a,n/a,11,45,n/a,n/a,days,increased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A3,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,17.0%,,kidney,n/a,n/a,11,210,n/a,n/a,days,increased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A3,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,140.0%,,testis,n/a,n/a,60,90,n/a,n/a,days,increased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A3,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,37.0%,,testis,n/a,n/a,60,150,n/a,n/a,days,decreased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A3,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,66.0%,,testis,n/a,n/a,60,210,n/a,n/a,days,increased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A4,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,12.0%,,kidney,n/a,n/a,11,60,n/a,n/a,days,increased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A4,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,66.0%,,kidney,n/a,n/a,11,210,n/a,n/a,days,decreased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A4,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,179.0%,,testis,n/a,n/a,10,90,n/a,n/a,days,increased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A4,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,21.0%,,testis,n/a,n/a,60,120,n/a,n/a,days,decreased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A4,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,12.0%,,testis,n/a,n/a,60,210,n/a,n/a,days,decreased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A5,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,10.0%,,kidney,n/a,n/a,11,45,n/a,n/a,days,increased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A5,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,50.0%,,kidney,n/a,n/a,11,90,n/a,n/a,days,decreased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A5,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,51.0%,,kidney,n/a,n/a,11,210,n/a,n/a,days,decreased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A5,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,80.0%,,testis,n/a,n/a,60,90,n/a,n/a,days,increased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A5,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,58.0%,,testis,n/a,n/a,60,210,n/a,n/a,days,decreased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A6,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,88.0%,,kidney,n/a,n/a,11,90,n/a,n/a,days,decreased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A6,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,68.0%,,kidney,n/a,n/a,11,150,n/a,n/a,days,decreased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A6,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,335.0%,,testis,n/a,n/a,60,90,n/a,n/a,days,increased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
COL4A6,10.1111/j.1523-1755.2005.00668.x,dog,n/a,male,10.0%,,testis,n/a,n/a,60,210,n/a,n/a,days,decreased gene expression,n/a,n/a,n/a,mRNA,northern blot,n/a,n/a
GCLC,10.1002/jcp.20496,rat,F344,male,30.0%,0.01,aorta,n/a,n/a,6,24,n/a,n/a,months,increased gene expression,4,4,Student t-test,mRNA,northern blot,"GCLC mRNA levels were higher in vascular smooth muscle cells from old rats compared to young, a pattern consistent with its protein levels.",n/a
TGM2,10.1007/s00726-016-2295-z,rat,F344,male,229.0%,0.004,heart,n/a,n/a,6,18,n/a,n/a,months,increased protein activity,6,6,"ANOVA, Tukey's test",n/a,protein acivity assay,The transamidation activity of TGM2 was assessed.,27438265
CSF2,10.1007/s11033-012-2219-2,mouse,C57BL/6,male,1500.0%,<0.05,CD4+ T cells,n/a,n/a,2,16,n/a,n/a,weeks,increased gene expression,3,3,ANOVA,mRNA,qPCR,"CD4+ T cells were isolated from the spleens of C57BL/6 mice (weeks 2 and 16). Total RNA was obtained from unstimulated CD4+ T cells. In young mice (2 weeks old) a very low level of Csf2 mRNA expression was obtained, while in old mice, a significantly increased level of Csf2 expression was observed — approximately 15 times higher.",n/a
NFKB1,10.1007/s11033-012-2219-2,mouse,C57BL/6,male,446.0%,<0.05,CD4+ T cells,n/a,n/a,2,16,n/a,n/a,weeks,increased gene expression,3,3,ANOVA,mRNA,qPCR,"Populations of CD4+ T cells from the spleen were obtained. The method is real-time RT-PCR, the data are normalized to the UBC gene and presented as the average of three independent experiments. An extraordinary expression increase was shown - by 5.46 times.",n/a
NFKB2,10.1007/s11033-012-2219-2,mouse,C57BL/6,male,389.5%,<0.05,CD4+ T cells,n/a,n/a,2,16,n/a,n/a,weeks,increased gene expression,3,3,ANOVA,mRNA,qPCR,"Populations of CD4+ T cells from the spleen were obtained. The method is real-time RT-PCR, the data are normalized to the UBC gene and presented as the average of three independent experiments. An extraordinary expression increase was shown — by 4.89 times.",n/a
EGR1,10.1002/hipo.22583,rat,F344,male,55.0%,0.295,hippocampal dentate gyrus,9,24,n/a,n/a,12,32,months,decreased gene expression,3,3,"ANOVA, Bonferroni’s post hoc",mRNA,qPCR,"It was shown an age-related reduction in the transcription of Egr1 in the dentate gyrus following spatial behavior, whereas in the area CA1, Egr1 is reduced at rest, but its transcription can be effectively driven by spatial behavior to levels equivalent to those observed in adult animals. One mechanism possibly contributing to these aging-related changes is an age-associated, CpG site-specific change in methylation in DNA associated with the promoter region of the Egr1 gene. Complex transcriptional and epigenetic changes in the hippocampus significantly contribute to brain and cognitive aging. mRNA was measured by real time RT-PCR .",n/a
HTRA2,10.1007/s11357-012-9406-x,rat,Sprague Dawley,male,300.0%,<0.01,heart,6,20,7,22,8,24,months,increased gene expression,10,10,"ANOVA, Bonferroni’s post hoc",mRNA,qPCR,n/a,n/a
SIRT2,10.1007/s10522-013-9443-6,rat,Wistar,male,50.0%,<0.05,hippocampal dentate gyrus,n/a,n/a,2,22,n/a,n/a,months,decreased gene expression,7,8,"ANOVA, FIsher's test",mRNA,qPCR,n/a,n/a
NGF,10.1007/s11357-012-9495-6,rat,Wistar,all,30.0%,<0.05,cortex,n/a,n/a,6,24,n/a,n/a,months,decreased gene expression,5,5,"ANOVA, FIsher's test",mRNA,qPCR,"ProNGF (larger NGF precursor) was increased during aging in the rat cortex and hippocampus throughout the life span of the rat (6, 12, 18, and 24 months of age). Mature NGF gradually decreased in the cortex, and, in 24-month-old animals, it was 30% lower than that in adult 6-month-old rats. mRNA levels were assessed by RT-PCR and are expressed relative to the level of GAPDH mRNA ± SEM.",n/a
POLD1,10.1007/s11010-012-1432-6,human,n/a,all,12.3%,<0.05,lymphocytes,30,40,36,46,40,50,years,decreased gene expression,36,33,"ANOVA, post hoc test",mRNA,qPCR,RT-PCR.,n/a
POLD1,10.1007/s11010-012-1432-6,human,n/a,all,31.6%,<0.05,lymphocytes,30,50,36,55,40,60,years,decreased gene expression,36,40,"ANOVA, post hoc test",mRNA,qPCR,RT-PCR.,n/a
POLD1,10.1007/s11010-012-1432-6,human,n/a,all,49.0%,<0.001,lymphocytes,30,60,36,64,40,70,years,decreased gene expression,36,35,"ANOVA, post hoc test",mRNA,qPCR,RT-PCR.,n/a
POLD1,10.1007/s11010-012-1432-6,human,n/a,all,75.4%,<0.001,lymphocytes,30,70,36,79,40,n/a,years,decreased gene expression,36,29,"ANOVA, post hoc test",mRNA,qPCR,RT-PCR.,n/a
COL3A1,10.1007/s00223-014-9843-x,mouse,Agouti,female,93.0%,<0.01,bone,8,89,10.4,92.6,12,n/a,weeks,decreased gene expression,3,4,"ANOVA, Tukey's test",mRNA,qPCR,The COL3A1 mRNA level in the femora and tibiae was estimated.,n/a
GDF11,10.1007/s00395-016-0593-y,mouse,C57BL/6,male,40.0%,<0.01,heart,n/a,n/a,3,21,n/a,n/a,months,decreased gene expression,6,6,"ANOVA, Tukey's test",mRNA,qPCR,n/a,n/a
WNT2,10.1002/jcb.22010,human,n/a,all,50.0%,0.088,bone marrow,36,55,42,"69,3",50,85,years,decreased gene expression,9,10,Mann-Whitney test,mRNA,qPCR,n/a,n/a
WNT2B,10.1002/jcb.22010,human,n/a,all,20.0%,0.077,bone marrow,36,55,42,"69,3",50,85,years,decreased gene expression,9,10,Mann-Whitney test,mRNA,qPCR,n/a,n/a
WNT3,10.1002/jcb.22010,human,n/a,all,13.0%,ns,bone marrow,36,55,42,"69,3",50,85,years,decreased gene expression,9,10,Mann-Whitney test,mRNA,qPCR,n/a,n/a
WNT5A,10.1002/jcb.22010,human,n/a,female,15.0%,0.04,bone marrow,37,62,42,"70,4",46,85,years,decreased gene expression,5,7,Mann-Whitney test,mRNA,qPCR,n/a,n/a
WNT5B,10.1002/jcb.22010,human,n/a,all,18.0%,ns,bone marrow,36,55,42,"69,3",50,85,years,increased gene expression,9,10,Mann-Whitney test,mRNA,qPCR,n/a,n/a
WNT6,10.1002/jcb.22010,human,n/a,all,30.0%,ns,bone marrow,36,55,42,"69,3",50,85,years,decreased gene expression,9,10,Mann-Whitney test,mRNA,qPCR,n/a,n/a
WNT7B,10.1002/jcb.22010,human,n/a,all,22.0%,0.011,bone marrow,36,55,42,"69,3",50,85,years,decreased gene expression,9,10,Mann-Whitney test,mRNA,qPCR,n/a,n/a
Wnt9b,10.1002/jcb.22010,human,n/a,all,35.0%,0.02,bone marrow,36,55,42,"69,3",50,85,years,decreased gene expression,9,10,Mann-Whitney test,mRNA,qPCR,n/a,n/a
SIRT2,10.1007/s10522-014-9540-1,rat,Wistar,male,181.0%,0.006,colon,n/a,n/a,3,24,n/a,n/a,months,increased gene expression,6,6,Mann-Whitney test,mRNA,qPCR,n/a,n/a
EEF1A1,10.1007/s11033-015-3866-x,pig,Pietrain and Czech Large White breeds,all,71.0%,,muscle,n/a,n/a,0,n/a,n/a,n/a,days,decreased gene expression,3,3,n/a,mRNA,qPCR,"Expression of eEF1A1 in different tissues of pigs were compared (44-day-old fetuses, and one-, seven- and 14-day-old piglets). Piglets of all three ages had higher values in the muscle and heart tissues compared to adult pigs.In muscle tissue, the highest expression was in the 44-day-old fetuses, and then gradually decreased during postnatal first week. The age of adult pigs is unknown.",n/a
EEF1A1,10.1007/s11033-015-3866-x,pig,Czech Landrace,all,88.2%,,heart,n/a,n/a,1,n/a,n/a,n/a,days,decreased gene expression,3,3,n/a,mRNA,qPCR,"Expression of eEF1A1 in different tissues of pigs were compared (44-day-old fetuses, and one-, seven- and 14-day-old piglets). Piglets of all three ages had higher values in the muscle and heart tissues compared to adult pigs.In muscle tissue, the highest expression was in the 44-day-old fetuses, and then gradually decreased during postnatal first week. The age of adult pigs is unknown.",n/a
LRP2,10.1007/s11357-012-9410-1,rat,BN,male,n/a,<0.05,cortex,6,6,12,28,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,The LRP2 gene expression cannot be detected in 28 month males.,n/a
APC,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
APC,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,45.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
BTRC,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,20.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
BTRC,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
CCN4,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,58.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
CCN4,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
CCND1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,55.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
CCND1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,140.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
CCND2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,9.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
CCND2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,140.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
CCND2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
DIXDC1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
DIXDC1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,72.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
DIXDC1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,68.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
DVL2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,40.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
DVL2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,130.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
FRZB,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,140.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
FRZB,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,135.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
FRZB,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,140.0%,,lung,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
FZD2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,30.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
FZD2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,65.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
FZD3,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,70.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
FZD3,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,97.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
FZD3,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,75.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
FZD3,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,80.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
FZD8,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,40.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
FZD8,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,64.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
LEF1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,560.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
LEF1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,340.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
LEF1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
LEF1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,95.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
LEF1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,90.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
LEF1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,65.0%,,lung,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
MYC,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,108.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
MYC,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,37.0%,,muscle,n/a,n/a,24,36,n/a,n/a,months,reduced protein activity,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
PORCN,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
PORCN,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,60.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
SFRP1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,55.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SFRP1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,140.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SFRP2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,55.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SFRP2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,49.0%,,muscle,n/a,n/a,24,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
TCF3,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,70.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
TCF3,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,35.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
